OKPD,TNVED,name_OKPD,name_TNVED
20.1,2820,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",ОКСИДЫ МАРГАНЦА
20.1,2830,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",СУЛЬФИДЫ; ПОЛИСУЛЬФИДЫ ОПРЕДЕЛЕННОГО ИЛИ НЕОПРЕДЕЛЕННОГО ХИМИЧЕСКОГО СОСТАВА
20.1,2832,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",СУЛЬФИТЫ; ТИОСУЛЬФАТЫ
20.1,2834,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",НИТРИТЫ; НИТРАТЫ
20.1,2837,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","ЦИАНИДЫ, ЦИАНИД ОКСИДЫ, ЦИАНИДЫ КОМПЛЕКСНЫЕ"
20.1,2839,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",СИЛИКАТЫ; СИЛИКАТЫ ЩЕЛОЧНЫХ МЕТАЛЛОВ ТЕХНИЧЕСКИЕ
20.1,2842,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","СОЛИ НЕОРГАНИЧЕСКИХ КИСЛОТ ИЛИ ПЕРОКСОКИСЛОТ (ВКЛЮЧАЯ АЛЮМОСИЛИКАТЫ ОПРЕДЕЛЕННОГО ИЛИ НЕОПРЕДЕЛЕННОГО ХИМИЧЕСКОГО СОСТАВА), КРОМЕ АЗИДОВ, ПРОЧИЕ"
20.1,2844,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","ЭЛЕМЕНТЫ ХИМИЧЕСКИЕ РАДИОАКТИВНЫЕ И ИЗОТОПЫ РАДИОАКТИВНЫЕ (ВКЛЮЧАЯ ДЕЛЯЩИЕСЯ ИЛИ ВОСПРОИЗВОДЯЩИЕСЯ ХИМИЧЕСКИЕ ЭЛЕМЕНТЫ И ИЗОТОПЫ) И ИХ СОЕДИНЕНИЯ; СМЕСИ И ОСТАТКИ, СОДЕРЖАЩИЕ ЭТИ ПРОДУКТЫ"
20.1,3103,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","КГ P2O5-УДОБРЕНИЯ МИНЕРАЛЬНЫЕ ИЛИ ХИМИЧЕСКИЕ, ФОСФОРНЫЕ"
20.1,3104,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","КГ K2O-УДОБРЕНИЯ МИНЕРАЛЬНЫЕ ИЛИ ХИМИЧЕСКИЕ, КАЛИЙНЫЕ"
20.1,3201,"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах","ЭКСТРАКТЫ ДУБИЛЬНЫЕ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ; ТАННИНЫ И ИХ СОЛИ, ЭФИРЫ ПРОСТЫЕ И СЛОЖНЫЕ И ПРОЧИЕ ПРОИЗВОДНЫЕ"
20.3,3208,"Производство красок, лаков и аналогичных материалов для нанесения покрытий, полиграфических красок и мастик","КРАСКИ И ЛАКИ (ВКЛЮЧАЯ ЭМАЛИ И ПОЛИТУРЫ) НА ОСНОВЕ СИНТЕТИЧЕСКИХ ПОЛИМЕРОВ ИЛИ ХИМИЧЕСКИ МОДИФИЦИРОВАННЫХ ПРИРОДНЫХ ПОЛИМЕРОВ, ДИСПЕРГИРОВАННЫЕ ИЛИ РАСТВОРЕННЫЕ В НЕВОДНОЙ СРЕДЕ; РАСТВОРЫ, УКАЗАННЫЕ В ПРИМЕЧАНИИ 4 К ДАННОЙ ГРУППЕ"
20.4,3306,"Производство мыла и моющих, чистящих и полирующих средств; парфюмерных и косметических средств","СРЕДСТВА ДЛЯ ГИГИЕНЫ ПОЛОСТИ РТА ИЛИ ЗУБОВ, ВКЛЮЧАЯ ФИКСИРУЮЩИЕ ПОРОШКИ И ПАСТЫ ДЛЯ ЗУБНЫХ ПРОТЕЗОВ; НИТКИ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ОЧИСТКИ МЕЖЗУБНЫХ ПРОМЕЖУТКОВ (ЗУБНОЙ ШЕЛК), В ИНДИВИДУАЛЬНОЙ УПАКОВКЕ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ"
20.5,3506,Производство прочих химических продуктов,"ГОТОВЫЕ КЛЕИ И ПРОЧИЕ ГОТОВЫЕ АДГЕЗИВЫ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ; ПРОДУКТЫ, ПРИГОДНЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В КАЧЕСТВЕ КЛЕЕВ ИЛИ АДГЕЗИВОВ, РАСФАСОВАННЫЕ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ В КАЧЕСТВЕ КЛЕЕВ ИЛИ АДГЕЗИВОВ, НЕТТО-МАССОЙ НЕ БОЛЕЕ 1 КГ"
20.5,3703,Производство прочих химических продуктов,"ФОТОГРАФИЧЕСКИЕ БУМАГА, КАРТОН И ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ, СЕНСИБИЛИЗИРОВАННЫЕ, НЕЭКСПОНИРОВАННЫЕ"
21.1,2918,Производство фармацевтических субстанций,"КИСЛОТЫ КАРБОНОВЫЕ, СОДЕРЖАЩИЕ ДОПОЛНИТЕЛЬНУЮ КИСЛОРОДСОДЕРЖАЩУЮ ФУНКЦИОНАЛЬНУЮ ГРУППУ, И ИХ АНГИДРИДЫ, ГАЛОГЕНАНГИДРИДЫ, ПЕРОКСИДЫ И ПЕРОКСИКИСЛОТЫ; ИХ ГАЛОГЕНИРОВАННЫЕ, СУЛЬФИРОВАННЫЕ, НИТРОВАННЫЕ ИЛИ НИТРОЗИРОВАННЫЕ ПРОИЗВОДНЫЕ"
22.1,4013,Производство резиновых изделий,КАМЕРЫ РЕЗИНОВЫЕ
22.1,4015,Производство резиновых изделий,"ОДЕЖДА И ПРИНАДЛЕЖНОСТИ К ОДЕЖДЕ (ВКЛЮЧАЯ ПЕРЧАТКИ, РУКАВИЦЫ И МИТЕНКИ) ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, ДЛЯ РАЗЛИЧНЫХ ЦЕЛЕЙ"
22.1,5906,Производство резиновых изделий,"ТЕКСТИЛЬНЫЕ МАТЕРИАЛЫ ПРОРЕЗИНЕННЫЕ, КРОМЕ МАТЕРИАЛОВ ТОВАРНОЙ ПОЗИЦИИ 5902"
22.2,3916,Производство изделий из пластмасс,"МОНОНИТЬ С РАЗМЕРОМ ПОПЕРЕЧНОГО СЕЧЕНИЯ БОЛЕЕ 1 ММ, ПРУТКИ, СТЕРЖНИ И ПРОФИЛИ ФАСОННЫЕ, С ОБРАБОТАННОЙ ИЛИ НЕОБРАБОТАННОЙ ПОВЕРХНОСТЬЮ, НО НЕ ПОДВЕРГШИЕСЯ ИНОЙ ОБРАБОТКЕ, ИЗ ПЛАСТМАСС"
22.2,3918,Производство изделий из пластмасс,"М2-ПОКРЫТИЯ ДЛЯ ПОЛА ИЗ ПЛАСТМАСС, САМОКЛЕЯЩИЕСЯ ИЛИ НЕСАМОКЛЕЯЩИЕСЯ, В РУЛОНАХ ИЛИ ПЛАСТИНАХ; ПОКРЫТИЯ ДЛЯ СТЕН ИЛИ ПОТОЛКОВ ИЗ ПЛАСТМАСС, УКАЗАННЫЕ В ПРИМЕЧАНИИ 9 К ДАННОЙ ГРУППЕ"
22.2,3922,Производство изделий из пластмасс,"ВАННЫ, ДУШИ, РАКОВИНЫ ДЛЯ СТОКА ВОДЫ, РАКОВИНЫ ДЛЯ УМЫВАНИЯ, БИДЕ, УНИТАЗЫ, СИДЕНЬЯ И КРЫШКИ ДЛЯ НИХ, БАЧКИ СЛИВНЫЕ И АНАЛОГИЧНЫЕ САНИТАРНО-ТЕХНИЧЕСКИЕ ИЗДЕЛИЯ, ИЗ ПЛАСТМАСС"
23.1,7009,Производство стекла и изделий из стекла,"ЗЕРКАЛА СТЕКЛЯННЫЕ, В РАМАХ ИЛИ БЕЗ РАМ, ВКЛЮЧАЯ ЗЕРКАЛА ЗАДНЕГО ОБЗОРА"
23.1,7010,Производство стекла и изделий из стекла,"БУТЫЛИ, БУТЫЛКИ, ФЛАКОНЫ, КУВШИНЫ, ГОРШКИ, БАНКИ, АМПУЛЫ И ПРОЧИЕ СТЕКЛЯННЫЕ ЕМКОСТИ ДЛЯ ХРАНЕНИЯ, ТРАНСПОРТИРОВКИ ИЛИ УПАКОВКИ ТОВАРОВ; БАНКИ ДЛЯ КОНСЕРВИРОВАНИЯ СТЕКЛЯННЫЕ; ПРЕДОХРАНИТЕЛЬНЫЕ ПРОБКИ ИЗ СТЕКЛА, ПРОБКИ, КРЫШКИ И ПРОЧИЕ АНАЛОГИЧНЫЕ СТЕКЛЯННЫЕ ИЗДЕЛИЯ"
23.1,7011,Производство стекла и изделий из стекла,"БАЛЛОНЫ СТЕКЛЯННЫЕ (ВКЛЮЧАЯ КОЛБЫ И ТРУБКИ), ОТКРЫТЫЕ, ИХ СТЕКЛЯННЫЕ ЧАСТИ, БЕЗ ФИТИНГОВ, ДЛЯ ЭЛЕКТРИЧЕСКИХ ЛАМП, ЭЛЕКТРОННО-ЛУЧЕВЫХ ТРУБОК ИЛИ АНАЛОГИЧНЫХ ИЗДЕЛИЙ"
23.1,7017,Производство стекла и изделий из стекла,"ПОСУДА СТЕКЛЯННАЯ ДЛЯ ЛАБОРАТОРНЫХ, ГИГИЕНИЧЕСКИХ ИЛИ ФАРМАЦЕВТИЧЕСКИХ ЦЕЛЕЙ, ГРАДУИРОВАННАЯ ИЛИ НЕГРАДУИРОВАННАЯ, КАЛИБРОВАННАЯ ИЛИ НЕКАЛИБРОВАННАЯ"
23.1,7018,Производство стекла и изделий из стекла,"БУСИНЫ СТЕКЛЯННЫЕ, ИЗДЕЛИЯ, ИМИТИРУЮЩИЕ ЖЕМЧУГ, ДРАГОЦЕННЫЕ ИЛИ ПОЛУДРАГОЦЕННЫЕ КАМНИ И АНАЛОГИЧНЫЕ НЕБОЛЬШИЕ ФОРМЫ ИЗ СТЕКЛА, ИЗДЕЛИЯ ИЗ НИХ, КРОМЕ БИЖУТЕРИИ; СТЕКЛЯННЫЕ ГЛАЗА, КРОМЕ ПРОТЕЗОВ; СТАТУЭТКИ И ПРОЧИЕ ДЕКОРАТИВНЫЕ ИЗДЕЛИЯ ИЗ СТЕКЛА, ОБРАБОТАННЫЕ ПАЯЛЬНОЙ ЛАМПОЙ, КРОМЕ БИЖУТЕРИИ; МИКРОСФЕРЫ СТЕКЛЯННЫЕ ДИАМЕТРОМ НЕ БОЛЕЕ 1 ММ"
23.2,6902,Производство огнеупорных изделий,"КИРПИЧИ ОГНЕУПОРНЫЕ, БЛОКИ, ПЛИТКИ И АНАЛОГИЧНЫЕ ОГНЕУПОРНЫЕ КЕРАМИЧЕСКИЕ СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ, КРОМЕ ИЗДЕЛИЙ ИЗ КРЕМНЕЗЕМИСТОЙ КАМЕННОЙ МУКИ ИЛИ АНАЛОГИЧНЫХ КРЕМНЕЗЕМИСТЫХ ПОРОД"
23.2,6903,Производство огнеупорных изделий,"ПРОЧИЕ ОГНЕУПОРНЫЕ КЕРАМИЧЕСКИЕ ИЗДЕЛИЯ (НАПРИМЕР, РЕТОРТЫ, ТИГЛИ, МУФЕЛИ, НАСАДКИ, ЗАГЛУШКИ, ПОДПОРКИ, ПРОБИРНЫЕ ЧАШКИ, ТРУБЫ, ТРУБКИ, КОЖУХИ, ПРУТКИ, СТЕРЖНИ), КРОМЕ ИЗДЕЛИЙ ИЗ КРЕМНЕЗЕМИСТОЙ КАМЕННОЙ МУКИ ИЛИ АНАЛОГИЧНЫХ КРЕМНЕЗЕМИСТЫХ ПОРОД"
23.5,2522,"Производство цемента, извести и гипса","ИЗВЕСТЬ НЕГАШЕНАЯ, ГАШЕНАЯ И ГИДРАВЛИЧЕСКАЯ, КРОМЕ ОКСИДА И ГИДРОКСИДА КАЛЬЦИЯ, УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 2825"
23.6,6809,"Производство изделий из бетона, цемента и гипса",ИЗДЕЛИЯ ИЗ ГИПСА ИЛИ СМЕСЕЙ НА ЕГО ОСНОВЕ
23.9,6805,"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки","ПРИРОДНЫЙ ИЛИ ИСКУССТВЕННЫЙ АБРАЗИВНЫЙ ПОРОШОК ИЛИ ЗЕРНО НА ТКАНОЙ, БУМАЖНОЙ, КАРТОННОЙ ИЛИ ИНОЙ ОСНОВЕ, РАЗРЕЗАННОЙ ИЛИ СШИТОЙ, ИЛИ ОБРАБОТАННОЙ ДРУГИМ СПОСОБОМ ДЛЯ ПОЛУЧЕНИЯ ОПРЕДЕЛЕННОЙ ФОРМЫ, ИЛИ НЕОБРАБОТАННОЙ"
23.9,6806,"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки","ШЛАКОВАТА, МИНЕРАЛЬНАЯ СИЛИКАТНАЯ ВАТА И АНАЛОГИЧНЫЕ МИНЕРАЛЬНЫЕ ВАТЫ; ВЕРМИКУЛИТ РАССЛОЕННЫЙ, ГЛИНЫ ВСПУЧЕННЫЕ, ШЛАК ВСПЕНЕННЫЙ И АНАЛОГИЧНЫЕ ВСПУЧЕННЫЕ МИНЕРАЛЬНЫЕ ПРОДУКТЫ; СМЕСИ И ИЗДЕЛИЯ ИЗ ТЕПЛОИЗОЛЯЦИОННЫХ, ЗВУКОИЗОЛЯЦИОННЫХ ИЛИ ЗВУКОПОГЛОЩАЮЩИХ МИНЕРАЛЬНЫХ МАТЕРИАЛОВ, КРОМЕ ИЗДЕЛИЙ ТОВАРНОЙ ПОЗИЦИИ 6811 ИЛИ 6812 ИЛИ ГРУППЫ 69"
23.9,6813,"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки","ФРИКЦИОННЫЕ МАТЕРИАЛЫ И ИЗДЕЛИЯ ИЗ НИХ (НАПРИМЕР, ЛИСТЫ, РУЛОНЫ, ЛЕНТЫ, СЕГМЕНТЫ, ДИСКИ, ШАЙБЫ, ПРОКЛАДКИ) НЕСМОНТИРОВАННЫЕ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ТОРМОЗОВ, СЦЕПЛЕНИЙ ИЛИ АНАЛОГИЧНЫХ УСТРОЙСТВ, НА ОСНОВЕ АСБЕСТА, ДРУГИХ МИНЕРАЛЬНЫХ ВЕЩЕСТВ ИЛИ ЦЕЛЛЮЛОЗЫ, СОВМЕСТНО С ТЕКСТИЛЕМ ИЛИ ДРУГИМИ МАТЕРИАЛАМИ ЛИБО БЕЗ НИХ"
23.9,6815,"Производство абразивных и неметаллических минеральных изделий, не включенных в другие группировки","ИЗДЕЛИЯ ИЗ КАМНЯ ИЛИ ДРУГИХ МИНЕРАЛЬНЫХ ВЕЩЕСТВ (ВКЛЮЧАЯ УГЛЕРОДНЫЕ ВОЛОКНА, ИЗДЕЛИЯ ИЗ УГЛЕРОДНЫХ ВОЛОКОН И ИЗДЕЛИЯ ИЗ ТОРФА), В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ"
24.1,7205,"Производство чугуна, стали и ферросплавов","ГРАНУЛЫ И ПОРОШКИ ИЗ ПЕРЕДЕЛЬНОГО И ЗЕРКАЛЬНОГО ЧУГУНА, ЧЕРНЫХ МЕТАЛЛОВ"
24.1,7211,"Производство чугуна, стали и ферросплавов","ПРОКАТ ПЛОСКИЙ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ ШИРИНОЙ МЕНЕЕ 600 ММ, НЕПЛАКИРОВАННЫЙ, БЕЗ ГАЛЬВАНИЧЕСКОГО ИЛИ ДРУГОГО ПОКРЫТИЯ"
24.1,7218,"Производство чугуна, стали и ферросплавов",КОРРОЗИОННОСТОЙКАЯ СТАЛЬ В СЛИТКАХ ИЛИ ПРОЧИХ ПЕРВИЧНЫХ ФОРМАХ; ПОЛУФАБРИКАТЫ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ
24.1,7227,"Производство чугуна, стали и ферросплавов","ПРУТКИ ГОРЯЧЕКАТАНЫЕ, В СВОБОДНО СМОТАННЫХ БУХТАХ, ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ"
24.3,7211,Производство прочих стальных изделий первичной обработкой,"ПРОКАТ ПЛОСКИЙ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ ШИРИНОЙ МЕНЕЕ 600 ММ, НЕПЛАКИРОВАННЫЙ, БЕЗ ГАЛЬВАНИЧЕСКОГО ИЛИ ДРУГОГО ПОКРЫТИЯ"
24.3,7215,Производство прочих стальных изделий первичной обработкой,ПРУТКИ ПРОЧИЕ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ
24.4,7106,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","Г-СЕРЕБРО (ВКЛЮЧАЯ СЕРЕБРО С ГАЛЬВАНИЧЕСКИМ ПОКРЫТИЕМ ИЗ ЗОЛОТА ИЛИ ПЛАТИНЫ), НЕОБРАБОТАННОЕ ИЛИ ПОЛУОБРАБОТАННОЕ, ИЛИ В ВИДЕ ПОРОШКА"
24.4,7407,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",ПРУТКИ И ПРОФИЛИ МЕДНЫЕ
24.4,7507,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ТРУБЫ, ТРУБКИ И ФИТИНГИ ДЛЯ НИХ (НАПРИМЕР, МУФТЫ, КОЛЕНА, ФЛАНЦЫ) НИКЕЛЕВЫЕ"
24.4,7604,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",ПРУТКИ И ПРОФИЛИ АЛЮМИНИЕВЫЕ
24.4,7801,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",СВИНЕЦ НЕОБРАБОТАННЫЙ
24.4,7804,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива","ПЛИТЫ, ЛИСТЫ, ПОЛОСЫ ИЛИ ЛЕНТЫ И ФОЛЬГА СВИНЦОВЫЕ; ПОРОШКИ И ЧЕШУЙКИ СВИНЦОВЫЕ"
24.4,7901,"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",ЦИНК НЕОБРАБОТАННЫЙ
24.5,7307,Литье металлов,"ФИТИНГИ ДЛЯ ТРУБ ИЛИ ТРУБОК (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, СГОНЫ), ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
25.1,8406,Производство строительных металлических конструкций и изделий,ТУРБИНЫ НА ВОДЯНОМ ПАРУ И ТУРБИНЫ ПАРОВЫЕ ПРОЧИЕ
25.3,8404,"Производство паровых котлов, кроме котлов центрального отопления","ВСПОМОГАТЕЛЬНОЕ ОБОРУДОВАНИЕ ДЛЯ ИСПОЛЬЗОВАНИЯ С КОТЛАМИ ТОВАРНОЙ ПОЗИЦИИ 8402 ИЛИ 8403 (НАПРИМЕР, ЭКОНОМАЙЗЕРЫ, ПАРОПЕРЕГРЕВАТЕЛИ, САЖЕУДАЛИТЕЛИ, ГАЗОВЫЕ РЕКУПЕРАТОРЫ); КОНДЕНСАТОРЫ ДЛЯ ПАРОВОДЯНЫХ ИЛИ ДРУГИХ ПАРОВЫХ СИЛОВЫХ УСТАНОВОК"
25.4,9301,Оружие и боеприпасы,"ОРУЖИЕ ВОЕННОГО ОБРАЗЦА, КРОМЕ РЕВОЛЬВЕРОВ, ПИСТОЛЕТОВ И ОРУЖИЯ ТОВАРНОЙ ПОЗИЦИИ 9307"
25.7,8204,"Производство ножевых изделий и столовых приборов, инструментов и универсальных скобяных изделий","КЛЮЧИ ГАЕЧНЫЕ РУЧНЫЕ (ВКЛЮЧАЯ ГАЕЧНЫЕ КЛЮЧИ С ТОРСИОМЕТРАМИ, НО ИСКЛЮЧАЯ ВОРОТКИ); СМЕННЫЕ ГОЛОВКИ ДЛЯ ГАЕЧНЫХ КЛЮЧЕЙ, С РУЧКАМИ ИЛИ БЕЗ НИХ"
